seq1_id,seq2_id,tm_score
107lA00,1a68A00,0.30214
107lA00,1a6aB01,0.26287
107lA00,1a6aB02,0.26287
107lA00,1a6bB00,0.20074
107lA00,1a6cA01,0.18356
107lA00,1a6cA02,0.18356
107lA00,1a6dA01,0.1943
107lA00,1a6dA02,0.1943
107lA00,1a6dA03,0.1943
107lA00,1a6dB01,0.1943
107lA00,1a6dB02,0.1943
107lA00,1a6dB03,0.1943
107lA00,1a6fA00,0.31523
107lA00,1a6gA00,0.31796
107lA00,1a6jB00,0.32882
107lA00,1a6lA00,0.26189
107lA00,1a6sA00,0.32583
107lA00,1a6tA01,0.23815
107lA00,1a6tB01,0.23815
107lA00,1a6tB02,0.23815
107lA00,1a6vH00,0.24468
107lA00,1a6vM00,0.24468
107lA00,1a6yA00,0.23783
107lA00,1a6zA01,0.25031
107lA00,1a6zA02,0.25031
107lA00,1a70A00,0.25267
107lA00,1a73A00,0.27574
107lA00,1a75A00,0.28482
107lA00,1a76A01,0.29363
107lA00,1a76A02,0.29363
107lA00,1a78A00,0.27135
107lA00,1a79A01,0.28665
107lA00,1a79A02,0.28665
107lA00,1a7aA01,0.20431
107lA00,1a7aB01,0.20431
107lA00,1a7cA01,0.23765
107lA00,1a7cA02,0.23765
107lA00,1a7eA00,0.31779
107lA00,1a7gE00,0.26897
107lA00,1a7hA00,0.2183
107lA00,1a7iA00,0.22584
107lA00,1a7jA00,0.23532
107lA00,1a7lA02,0.2273
107lA00,1a7lB02,0.2273
107lA00,1a7mA00,0.25212
107lA00,1a7oH00,0.23893
107lA00,1a7oL00,0.23893
107lA00,1a7pL00,0.23814
107lA00,1a7qH00,0.24047
107lA00,1a7qL00,0.24047
107lA00,1a7sA01,0.31172
107lA00,1a7sA02,0.31172
107lA00,1a7tA00,0.32245
107lA00,1a7vA00,0.27296
107lA00,1a7wA00,0.33356
107lA00,1a80A00,0.22775
107lA00,1a81A03,0.26517
107lA00,1a87A01,0.26789
107lA00,1a87A02,0.26789
107lA00,1a88A00,0.27088
107lA00,1a8dA01,0.19651
107lA00,1a8dA02,0.19651
107lA00,1a8hA02,0.24116
107lA00,1a8iA02,0.16456
107lA00,1a8jH01,0.24924
107lA00,1a8jL01,0.24924
107lA00,1a8lA01,0.2676
107lA00,1a8lA02,0.2676
107lA00,1a8mA00,0.2597
107lA00,1a8oA00,0.26931
107lA00,1a8pA01,0.25185
107lA00,1a8pA02,0.25185
107lA00,1a8qA00,0.26619
107lA00,1a8rA01,0.26666
107lA00,1a8rA02,0.26666
107lA00,1a8sA00,0.27045
107lA00,1a8uA00,0.24774
107lA00,1a8vA01,0.29341
107lA00,1a8zA00,0.29528
107lA00,1a90A00,0.27627
107lA00,1a92A00,0.27582
107lA00,1a94A00,0.23372
107lA00,1a97B00,0.31019
107lA00,1a99A01,0.21498
107lA00,1a99A02,0.21498
107lA00,1a9cA02,0.26994
107lA00,1a9mA00,0.22475
107lA00,1a9nC00,0.24546
107lA00,1a9nD00,0.24546
107lA00,1a9qA00,0.24121
107lA00,1a9vA00,0.26804
107lA00,1a9wE00,0.31619
107lA00,1a9xA01,0.1465
107lA00,1a9xA02,0.1465
107lA00,1a9xA03,0.1465
107lA00,1a9xA04,0.1465
107lA00,1a9xA05,0.1465
107lA00,1a9xA06,0.1465
107lA00,1a9xA07,0.1465
107lA00,1a9xA08,0.1465
107lA00,1a9xB01,0.1465
107lA00,1a9xB02,0.1465
107lA00,1a9xD02,0.1465
107lA00,1a9xF02,0.1465
107lA00,1a9xH02,0.1465
107lA00,1a9yA02,0.25598
107lA00,1a9zA02,0.25283
107lA00,1aa0A00,0.21085
107lA00,1aa1B02,0.24451
107lA00,1aa1E02,0.24451
107lA00,1aa1H02,0.24451
107lA00,1aa1L02,0.24451
107lA00,1aa6A03,0.18326
107lA00,1aa7A02,0.27477
107lA00,1aabA00,0.27536
107lA00,1aafA00,0.18967
107lA00,1aalB00,0.22483
107lA00,1aamA02,0.22218
107lA00,1aapA00,0.22099
107lA00,1aaqA00,0.22176
107lA00,1aayA01,0.28057
107lA00,1aazA00,0.2988
107lA00,1ab0A00,0.30859
107lA00,1ab5A00,0.25976
107lA00,1ab6A00,0.28674
107lA00,1ab8A00,0.31684
107lA00,1abaA00,0.25324
107lA00,1abeA01,0.2849
107lA00,1aboA00,0.19148
107lA00,1abrA01,0.26372
107lA00,1abrB01,0.26372
107lA00,1abrB02,0.26372
107lA00,1abvA00,0.38211
107lA00,1ac1A00,0.2877
107lA00,1ac5A00,0.20316
107lA00,1ac6A00,0.23977
107lA00,1accA02,0.18383
107lA00,1acdA00,0.31259
107lA00,1acfA00,0.32049
107lA00,1aciA00,0.25878
107lA00,1acmA01,0.247
107lA00,1acoA01,0.1759
107lA00,1act000,0.25072
107lA00,1acvA00,0.27943
107lA00,1acxA00,0.26263
107lA00,1ad0A01,0.23917
107lA00,1ad0B01,0.23917
107lA00,1ad1A00,0.2181
107lA00,1ad2A01,0.2526
107lA00,1ad3A01,0.20591
107lA00,1ad3A02,0.20591
107lA00,1ad5A01,0.26294
107lA00,1ad6A00,0.30718
107lA00,1ad9B01,0.22562
107lA00,1ad9L01,0.22562
107lA00,1adeA01,0.2362
107lA00,1adeA02,0.2362
107lA00,1adeA03,0.2362
107lA00,1adjB02,0.20096
107lA00,1adlA00,0.31065
107lA00,1adnA00,0.24493
107lA00,1adoA00,0.24163
107lA00,1adqA01,0.28253
107lA00,1adqH01,0.28253
107lA00,1adqH02,0.28253
107lA00,1adqL01,0.28253
107lA00,1adqL02,0.28253
107lA00,1adsA00,0.20924
107lA00,1aduB02,0.25339
107lA00,1adzA00,0.24038
107lA00,1ae1A00,0.24453
107lA00,1ae2A00,0.25957
107lA00,1ae3A00,0.28349
107lA00,1ae6H01,0.22463
107lA00,1ae6L01,0.22463
107lA00,1ae9A00,0.32242
107lA00,1aecA00,0.25608
107lA00,1aeiA02,0.2569
107lA00,1aepA00,0.29374
107lA00,1aerB00,0.23194
107lA00,1aexA00,0.2558
107lA00,1af0A01,0.21228
107lA00,1af0A02,0.21228
107lA00,1af5A00,0.26869
107lA00,1af6A00,0.2406
107lA00,1af7A01,0.26228
107lA00,1af7A02,0.26228
107lA00,1af8A00,0.29649
107lA00,1afb100,0.24767
107lA00,1afcA00,0.29799
107lA00,1afiA00,0.26134
107lA00,1afoA00,0.28746
107lA00,1afpA00,0.20814
107lA00,1afsA00,0.23055
107lA00,1afvH01,0.27332
107lA00,1afvL01,0.27332
107lA00,1afwA02,0.23
107lA00,1afwB01,0.23
107lA00,1ag4A00,0.23892
107lA00,1ag6A00,0.25846
107lA00,1ag8A01,0.21475
107lA00,1ag8A02,0.21475
107lA00,1ag9A00,0.26056
107lA00,1aggA00,0.20709
107lA00,1agiA00,0.25646
107lA00,1agjA01,0.27785
107lA00,1agjA02,0.27785
107lA00,1agqB00,0.22283
107lA00,1agrE01,0.21626
107lA00,1agrE02,0.21626
107lA00,1agrH01,0.21626
107lA00,1agxA01,0.24616
107lA00,1agxA02,0.24616
107lA00,1agyA00,0.28889
107lA00,1ah0A00,0.21392
107lA00,1ah1A00,0.22193
107lA00,1ah2A00,0.2822
107lA00,1ah3A00,0.23177
107lA00,1ah4A00,0.21614
107lA00,1ah5A03,0.2556
107lA00,1ah7A00,0.33932
107lA00,1ah9A00,0.24322
107lA00,1ahjA00,0.27043
107lA00,1ahjB01,0.27043
107lA00,1ahlA00,0.20788
107lA00,1ahoA00,0.28378
107lA00,1ahpA01,0.16194
107lA00,1ahrA00,0.39444
107lA00,1ahsA00,0.24105
107lA00,1ahxA02,0.22861
107lA00,1ai1H01,0.24312
107lA00,1ai1L01,0.24312
107lA00,1aiaA02,0.23613
107lA00,1aidA00,0.23295
107lA00,1aifA01,0.2332
107lA00,1aifB01,0.2332
107lA00,1aifB02,0.2332
107lA00,1aihA00,0.32615
107lA00,1ailA00,0.24634
107lA00,1aimA00,0.27811
107lA00,1aipA01,0.22331
107lA00,1aipA02,0.22331
107lA00,1aipE02,0.22331
107lA00,1aipE03,0.22331
107lA00,1aipH03,0.22331
107lA00,1aiqA00,0.28483
107lA00,1aiqB00,0.28483
107lA00,1aisA01,0.22307
107lA00,1aisA02,0.22307
107lA00,1aisB01,0.22307
107lA00,1aisB02,0.22307
107lA00,1aiuA00,0.26401
107lA00,1aivA01,0.14398
107lA00,1aiwA00,0.21617
107lA00,1aizA00,0.29384
107lA00,1aj3A00,0.27062
107lA00,1aj4A00,0.30613
107lA00,1aj5A00,0.32067
107lA00,1aj6A00,0.28311
107lA00,1aj7H01,0.21891
107lA00,1aj7L01,0.21891
107lA00,1aj8A01,0.24631
107lA00,1aj8A02,0.24631
107lA00,1aj9A00,0.31649
107lA00,1ajaB00,0.19227
107lA00,1ajeA00,0.24695
107lA00,1ajkB00,0.26454
107lA00,1ajmA00,0.23503
107lA00,1ajoA00,0.24009
107lA00,1ajqB01,0.24661
107lA00,1ajrA02,0.22395
107lA00,1ajrB02,0.22395
107lA00,1ajsA02,0.22317
107lA00,1ajsB02,0.22317
107lA00,1ajwA00,0.26836
107lA00,1ak0A00,0.33587
107lA00,1ak2A00,0.2635
107lA00,1ak5A00,0.22578
107lA00,1ak6A00,0.28798
107lA00,1ak9A00,0.28382
107lA00,1akaA02,0.22043
107lA00,1akhA00,0.27186
107lA00,1akhB00,0.27186
107lA00,1akoA00,0.25247
107lA00,1akpA00,0.26798
107lA00,1akqA00,0.26824
107lA00,1akrA00,0.26758
107lA00,1aksA00,0.24263
107lA00,1aksB00,0.24263
107lA00,1aktA00,0.26892
107lA00,1akwA00,0.25233
107lA00,1akyA00,0.25112
107lA00,1al0B00,0.28563
107lA00,1al2100,0.05748
107lA00,1al3A01,0.24901
107lA00,1al3A02,0.24901
107lA00,1alaA03,0.26731
107lA00,1alcA00,0.40744
107lA00,1alhA00,0.21811
107lA00,1aliA00,0.21241
107lA00,1alkA00,0.20007
107lA00,1allA00,0.26934
107lA00,1allB00,0.26934
107lA00,1alo006,0.2892
107lA00,1alqA00,0.2763
107lA00,1aluA00,0.26656
107lA00,1alyA00,0.25085
107lA00,1am2A00,0.25811
107lA00,1am4A00,0.32684
107lA00,1am4D00,0.32684
107lA00,1am5A01,0.25815
107lA00,1am5A02,0.25815
107lA00,1am7A00,0.43326
107lA00,1am7B00,0.43326
107lA00,1am7C00,0.43326
107lA00,1am9B00,0.27628
107lA00,1ameA00,0.25584
107lA00,1amhA01,0.29837
107lA00,1amiA02,0.19126
107lA00,1amiA04,0.19126
107lA00,1amkA00,0.27076
107lA00,1amlA00,0.2131
107lA00,1ammA01,0.25168
107lA00,1ammA02,0.25168
107lA00,1amuA01,0.20759
107lA00,1amuA02,0.20759
107lA00,1amuA03,0.20759
107lA00,1amuA04,0.20759
107lA00,1an1E02,0.30195
107lA00,1an2A00,0.27979
107lA00,1an4A00,0.26823
107lA00,1an5A00,0.2332
107lA00,1an5B00,0.2332
107lA00,1an8A01,0.2545
107lA00,1an8A02,0.2545
107lA00,1an9A02,0.22587
107lA00,1anbA01,0.30488
107lA00,1ancA01,0.305
107lA00,1andA02,0.31233
107lA00,1aniA00,0.2146
107lA00,1anjA00,0.20452
107lA00,1anuA00,0.26265
107lA00,1anxA01,0.26681
107lA00,1anxA02,0.26681
107lA00,1anxA03,0.26681
107lA00,1anxA04,0.26681
107lA00,1ao0A01,0.24569
107lA00,1ao0A02,0.24569
107lA00,1ao5A01,0.30024
107lA00,1ao5A02,0.30024
107lA00,1ao7B00,0.24329
107lA00,1ao7E02,0.24329
107lA00,1ao8A00,0.24744
107lA00,1aoaA01,0.34904
107lA00,1aoaA02,0.34904
107lA00,1aocA00,0.22502
107lA00,1aoeA00,0.28955
107lA00,1aogA02,0.21436
107lA00,1aogA03,0.21436
107lA00,1aogB01,0.21436
107lA00,1aohB00,0.28349
107lA00,1aokA00,0.26923
107lA00,1aokB00,0.26923
107lA00,1aolA00,0.27037
107lA00,1aooA00,0.22252
107lA00,1aopA02,0.24225
107lA00,1aorA01,0.23651
107lA00,1aorA02,0.23651
107lA00,1aorA03,0.23651
107lA00,1aowA02,0.25439
107lA00,1aoxA00,0.29621
107lA00,1aoyA00,0.24893
107lA00,1aozA01,0.18654
107lA00,1aozA02,0.18654
107lA00,1aozA03,0.18654
107lA00,1ap0A00,0.23239
107lA00,1ap2A00,0.24719
107lA00,1ap2B00,0.24719
107lA00,1ap4A00,0.29337
107lA00,1ap6A01,0.30002
107lA00,1ap8A00,0.29811
107lA00,1apaA01,0.26205
107lA00,1apaA02,0.26205
107lA00,1apfA00,0.20417
107lA00,1apjA00,0.25873
107lA00,1aplC00,0.30174
107lA00,1apmE01,0.27551
107lA00,1apoA00,0.1894
107lA00,1apqA00,0.2339
107lA00,1apsA00,0.26414
107lA00,1apxA01,0.32865
107lA00,1apxA02,0.32865
107lA00,1apyB00,0.27528
107lA00,1aq0A00,0.25866
107lA00,1aq3A00,0.30202
107lA00,1aq4A00,0.29787
107lA00,1aq5A00,0.2451
107lA00,1aq6A02,0.25835
107lA00,1aqaA00,0.29847
107lA00,1aqbA00,0.28599
107lA00,1aqcB00,0.258
107lA00,1aqeA00,0.30789
107lA00,1aqiA02,0.23804
107lA00,1aqkH01,0.22836
107lA00,1aqkL01,0.22836
107lA00,1aqkL02,0.22836
107lA00,1aqlA00,0.18911
107lA00,1aqnA00,0.28328
107lA00,1aqsA00,0.20759
107lA00,1aqtA01,0.28718
107lA00,1aquB00,0.25603
107lA00,1aqzA00,0.28319
107lA00,1ar0A00,0.2412
107lA00,1ar2A00,0.24002
107lA00,1ar6100,0.05751
107lA00,1ar7100,0.05818
107lA00,1ar7200,0.05818
107lA00,1arbA01,0.29401
107lA00,1arbA02,0.29401
107lA00,1arhA01,0.22516
107lA00,1arhA02,0.22516
107lA00,1ariA02,0.22701
107lA00,1arkA00,0.18386
107lA00,1aroL00,0.15226
107lA00,1aroP02,0.15226
107lA00,1aroP03,0.15226
107lA00,1aroP05,0.15226
107lA00,1as0A01,0.22953
107lA00,1as3A01,0.21053
107lA00,1as4A01,0.25486
107lA00,1as4A02,0.25486
107lA00,1asfA02,0.21839
107lA00,1ashA00,0.30541
107lA00,1askA00,0.23422
107lA00,1assA00,0.27073
107lA00,1asuA00,0.293
107lA00,1asvA00,0.30216
107lA00,1at0A00,0.25963
107lA00,1at3A00,0.29939
107lA00,1at5A00,0.39856
107lA00,1at6A00,0.39959
107lA00,1at9A00,0.34022
107lA00,1ataA00,0.23832
107lA00,1atgA01,0.24685
107lA00,1atgA02,0.24685
107lA00,1atiB01,0.20467
107lA00,1atiB02,0.20467
107lA00,1atlA00,0.29966
107lA00,1atnA01,0.22087
107lA00,1atnD00,0.22087
107lA00,1atrA03,0.22892
107lA00,1atsA03,0.21774
107lA00,1attA01,0.22182
107lA00,1attB02,0.22182
107lA00,1atxA00,0.17828
107lA00,1atyA00,0.22576
107lA00,1atzB00,0.34583
107lA00,1au1B00,0.26232
107lA00,1au7A01,0.3157
107lA00,1au7A02,0.3157
107lA00,1auaA01,0.27437
107lA00,1auaA02,0.27437
107lA00,1aueB00,0.28839
107lA00,1augA00,0.24236
107lA00,1auiA00,0.22948
107lA00,1aukA01,0.23156
107lA00,1aukA02,0.23156
107lA00,1aunA00,0.31712
107lA00,1auoA00,0.26385
107lA00,1aupA02,0.24885
107lA00,1auqA00,0.30761
107lA00,1ausL02,0.24481
107lA00,1autC01,0.29726
107lA00,1autL01,0.29726
107lA00,1autL02,0.29726
107lA00,1auuA00,0.21489
107lA00,1auvA01,0.24527
107lA00,1auvA03,0.24527
107lA00,1auvB02,0.24527
107lA00,1auwA01,0.20744
107lA00,1auwA02,0.20744
107lA00,1auyB00,0.27602
107lA00,1auyC00,0.27602
107lA00,1auzA00,0.24946
107lA00,1av1A00,0.14205
107lA00,1av4A03,0.18938
107lA00,1av5A00,0.31665
107lA00,1av5B00,0.31665
107lA00,1av7A00,0.2853
107lA00,1avaA01,0.21372
107lA00,1avaA02,0.21372
107lA00,1avbA00,0.26224
107lA00,1avcA01,0.19673
107lA00,1avcA02,0.19673
107lA00,1avcA04,0.19673
107lA00,1avcA05,0.19673
107lA00,1avcA06,0.19673
107lA00,1avcA07,0.19673
107lA00,1avcA08,0.19673
107lA00,1avgI00,0.21632
107lA00,1avlA03,0.18092
107lA00,1avoA00,0.23621
107lA00,1avoB00,0.23621
107lA00,1avtA00,0.28953
107lA00,1avvA00,0.27956
107lA00,1avwB00,0.30054
107lA00,1avyA00,0.2151
107lA00,1avyB00,0.2151
107lA00,1aw0A00,0.26375
107lA00,1aw2A00,0.2775
107lA00,1aw5A00,0.22943
107lA00,1aw7A01,0.24941
107lA00,1aw8B00,0.12403
107lA00,1aw8E00,0.12403
107lA00,1aw9A01,0.29323
107lA00,1aw9A02,0.29323
107lA00,1awcA00,0.31496
107lA00,1awcB00,0.31496
107lA00,1awdA00,0.25621
107lA00,1awjA00,0.20779
107lA00,1awoA00,0.18791
107lA00,1awpA00,0.2928
107lA00,1awwA00,0.17727
107lA00,1ax0A00,0.26427
107lA00,1ax4A01,0.21599
107lA00,1ax4A02,0.21599
107lA00,1ax4B02,0.21599
107lA00,1ax4C02,0.21599
107lA00,1ax4D02,0.21599
107lA00,1ax8A00,0.321
107lA00,1axaA00,0.22012
107lA00,1axdA01,0.27451
107lA00,1axdA02,0.27451
107lA00,1axiA00,0.27017
107lA00,1axiB01,0.27017
107lA00,1axiB02,0.27017
107lA00,1axnA01,0.27339
107lA00,1axnA02,0.27339
107lA00,1axnA03,0.27339
107lA00,1axnA04,0.27339
107lA00,1axsA01,0.24023
107lA00,1axsB01,0.24023
107lA00,1axwA00,0.29059
107lA00,1axwB00,0.29059
107lA00,1ay0A01,0.16493
107lA00,1ay1L01,0.23153
107lA00,1ay7B00,0.25978
107lA00,1ay9A00,0.25925
107lA00,1ayaA00,0.29429
107lA00,1ayeA01,0.222
107lA00,1ayeA02,0.222
107lA00,1ayfA00,0.3065
107lA00,1ayjA00,0.24625
107lA00,1aym100,0.2436
107lA00,1aym200,0.2436
107lA00,1aym300,0.2436
107lA00,1ayoA00,0.25869
107lA00,1ayrB02,0.21054
107lA00,1ayzA00,0.30811
107lA00,1az1A00,0.21885
107lA00,1az5A00,0.24601
107lA00,1azeA00,0.16706
107lA00,1azlA00,0.26758
107lA00,1aznA00,0.29156
107lA00,1azoA00,0.25935
107lA00,1azpA00,0.21994
107lA00,1azrA00,0.29656
107lA00,1azsA00,0.3017
107lA00,1azsB00,0.3017
107lA00,1azsC02,0.3017
107lA00,1aztB01,0.22034
107lA00,1azvA00,0.25392
107lA00,1azwA00,0.25178
107lA00,1azzA01,0.29914
107lA00,1azzA02,0.29914
107lA00,1b00A00,0.27101
107lA00,1b01A00,0.24892
107lA00,1b04A01,0.2524
107lA00,1b04A02,0.2524
107lA00,1b04A03,0.2524
107lA00,1b06A01,0.26621
107lA00,1b06A02,0.26621
107lA00,1b07A00,0.19159
107lA00,1b08C00,0.24368
107lA00,1b0aA01,0.27769
107lA00,1b0aA02,0.27769
107lA00,1b0bA00,0.33493
107lA00,1b0fA02,0.28674
107lA00,1b0lA01,0.17266
107lA00,1b0mA04,0.16612
107lA00,1b0nA00,0.29566
107lA00,1b0tA00,0.26833
107lA00,1b0uA00,0.27247
107lA00,1b0vA00,0.26757
107lA00,1b0wA00,0.21968
107lA00,1b0xA00,0.3393
107lA00,1b0yA00,0.24154
107lA00,1b0zA01,0.24293
107lA00,1b0zA02,0.24293
107lA00,1b10A00,0.27326
107lA00,1b12A02,0.25723
107lA00,1b12C01,0.25723
107lA00,1b13A00,0.23018
107lA00,1b1aA00,0.27235
107lA00,1b1cA00,0.28511
107lA00,1b1eA00,0.24565
107lA00,1b1gA00,0.30966
107lA00,1b1iA00,0.26727
107lA00,1b1jA00,0.2641
107lA00,1b1uA00,0.24054
107lA00,1b1xA01,0.1728
107lA00,1b1xA02,0.1728
107lA00,1b1xA03,0.1728
107lA00,1b1xA04,0.1728
107lA00,1b1yA00,0.21409
107lA00,1b1zA02,0.27344
107lA00,1b20B00,0.27735
107lA00,1b21B00,0.28803
